0 0 -2.39549522708e-18
0 1 -2.90850081469e-18
0 2 -4.43707968204e-18
0 3 -7.57980920432e-18
0 4 -1.34542804792e-17
0 5 -2.41464966605e-17
0 6 -4.3464847764e-17
0 7 -7.82993612292e-17
0 8 -1.41079028733e-16
0 9 -2.54205129605e-16
0 10 -4.58040681752e-16
0 11 -8.25300465724e-16
0 12 -1.48695666698e-15
0 13 -2.67884436193e-15
0 14 -4.82541958727e-15
0 15 -8.69003852277e-15
0 16 -1.5643891721e-14
0 17 -2.81453567717e-14
0 18 -5.05892178522e-14
0 19 -9.07974811427e-14
0 20 -1.62601503041e-13
0 21 -2.90227190621e-13
0 22 -5.15532779494e-13
0 23 -9.09468901101e-13
0 24 -1.58914164881e-12
0 25 -2.74090467339e-12
0 26 -4.64685024132e-12
0 27 -7.70558328882e-12
0 28 -1.24280882419e-11
0 29 -1.93798065428e-11
0 30 -2.90418809112e-11
0 31 -4.15931174437e-11
0 32 -5.66717542019e-11
0 33 -7.32303323506e-11
0 34 -8.95954227197e-11
0 35 -1.03765384883e-10
0 36 -1.13863895603e-10
0 37 -1.1858734577e-10
0 38 -1.17487665075e-10
0 39 -1.11009489961e-10
0 40 -1.00301841342e-10
0 41 -8.68978693785e-11
0 42 -7.2377148616e-11
0 43 -5.81001022055e-11
0 44 -4.5057368347e-11
0 45 -3.38324435041e-11
0 46 -2.46478182211e-11
0 47 -1.74556253948e-11
0 48 -1.20386062623e-11
0 49 -8.09865858569e-12
0 50 -5.32228812128e-12
0 51 -3.42149882798e-12
0 52 -2.15402412732e-12
0 53 -1.32884509371e-12
0 54 -8.02791107895e-13
0 55 -4.72783214409e-13
0 56 -2.66760531872e-13
0 57 -1.34970401631e-13
0 58 -4.22671727188e-14
0 59 3.86586387912e-14
0 60 1.33703696381e-13
0 61 2.74406614287e-13
0 62 5.06971963873e-13
0 63 9.04887398689e-13
0 64 1.58671532077e-12
0 65 2.7396324176e-12
0 66 4.64618938986e-12
0 67 7.70524307931e-12
0 68 1.24279145824e-11
0 69 1.93797186117e-11
0 70 2.90418367299e-11
0 71 4.15930954099e-11
0 72 5.66717432972e-11
0 73 7.3230327004e-11
0 74 8.95954201417e-11
0 75 1.03765383696e-10
0 76 1.13863895151e-10
0 77 1.18587345772e-10
0 78 1.17487665473e-10
0 79 1.11009490866e-10
0 80 1.00301843064e-10
0 81 8.6897872523e-11
0 82 7.23771543024e-11
0 83 5.81001124616e-11
0 84 4.50573868324e-11
0 85 3.38324768157e-11
0 86 2.46478782473e-11
0 87 1.7455733558e-11
0 88 1.20388011636e-11
0 89 8.0990097789e-12
0 90 5.32292092732e-12
0 91 3.42263903397e-12
0 92 2.15607848077e-12
0 93 1.33254618659e-12
0 94 8.09457925129e-13
0 95 4.84788900494e-13
0 96 2.88369438291e-13
0 97 1.73825777362e-13
0 98 1.11993894528e-13
0 99 8.59030662346e-14
0 100 8.60247850956e-14

1 0 -1.88248963947e-18
1 1 -1.89292753495e-18 -8.281799982e-19 4.70219693816e-19
1 2 -2.82292902711e-18 -1.30905015644e-18 1.47756995836e-18
1 3 -4.84806745166e-18 -2.23237445201e-18 2.90680327289e-18
1 4 -8.63653557289e-18 -3.95135114995e-18 5.33614714335e-18
1 5 -1.55203617384e-17 -7.08321652202e-18 9.6560749147e-18
1 6 -2.79486854023e-17 -1.27449145612e-17 1.74169227261e-17
1 7 -5.03542071906e-17 -2.2955123301e-17 3.13919549812e-17
1 8 -9.07325953647e-17 -4.13539920352e-17 5.65707355701e-17
1 9 -1.63495678331e-16 -7.44978466996e-17 1.01941927281e-16
1 10 -2.94616449927e-16 -1.3418551305e-16 1.83704185057e-16
1 11 -5.30904048444e-16 -2.41628694426e-16 3.31054361676e-16
1 12 -9.56725173279e-16 -4.34902192116e-16 5.96626391546e-16
1 13 -1.72415683154e-15 -7.82180898164e-16 1.07532535191e-15
1 14 -3.1073758771e-15 -1.40505571659e-15 1.93832371426e-15
1 15 -5.60080426005e-15 -2.51904454035e-15 3.49445199572e-15
1 16 -1.00962798685e-14 -4.50246663928e-15 6.3010782409e-15
1 17 -1.82029607418e-14 -8.00950576255e-15 1.13642678869e-14
1 18 -3.28248156423e-14 -1.41451985838e-14 2.04993808968e-14
1 19 -5.92017225354e-14 -2.4708454842e-14 3.69775108578e-14
1 20 -1.06779837358e-13 -4.24555333828e-14 6.66727833965e-14
1 21 -1.92547289328e-13 -7.11753250797e-14 1.20061204701e-13
1 22 -3.4690224676e-13 -1.14969991442e-13 2.15592492836e-13
1 23 -6.23732275001e-13 -1.75291848332e-13 3.85074562588e-13
1 24 -1.11705137194e-12 -2.42786554728e-13 6.81494927519e-13
1 25 -1.98672213004e-12 -2.78958883243e-13 1.18850569491e-12
1 26 -3.49406276175e-12 -1.81452306594e-13 2.02754462658e-12
1 27 -6.0418113832e-12 2.69755620158e-13 3.35240606621e-12
1 28 -1.01988748942e-11 1.47289670438e-12 5.31381954605e-12
1 29 -1.66694504753e-11 4.02861977653e-12 7.97692192643e-12
1 30 -2.6152718747e-11 8.65321307898e-12 1.11981333714e-11
1 31 -3.9065717218e-11 1.59226392397e-11 1.45195470322e-11
1 32 -5.51918128115e-11 2.58997237377e-11 1.71790514561e-11
1 33 -7.34238201302e-11 3.78388563196e-11 1.82993690572e-11
1 34 -9.17905509258e-11 5.01887879854e-11 1.72065080972e-11
1 35 -1.07836836325e-10 6.09637569435e-11 1.37242026157e-11
1 36 -1.19238956157e-10 6.83338734652e-11 8.28682015391e-12
1 37 -1.24410476632e-10 7.11639697639e-11 1.81360166805e-12
1 38 -1.22866159493e-10 6.92785031524e-11 -4.58575658332e-12
1 39 -1.15238963466e-10 6.33891815335e-11 -9.93399740303e-12
1 40 -1.02998164687e-10 5.47769922811e-11 -1.36121726443e-11
1 41 -8.80146181772e-11 4.48926450136e-11 -1.54323452116e-11
1 42 -7.2133474264e-11 3.50210140286e-11 -1.55744142619e-11
1 43 -5.68657896534e-11 2.60861068986e-11 -1.44469574662e-11
1 44 -4.32395593316e-11 1.86013179108e-11 -1.25368228547e-11
1 45 -3.1792143944e-11 1.27243773597e-11 -1.02920867835e-11
1 46 -2.26553857645e-11 8.3629777491e-12 -8.05584612155e-12
1 47 -1.56804517009e-11 5.28609469107e-12 -6.04692547907e-12
1 48 -1.05615348064e-11 3.21421133836e-12 -4.37268516373e-12
1 49 -6.93508137349e-12 1.87892199028e-12 -3.05741392812e-12
1 50 -4.44670695017e-12 1.05397973897e-12 -2.07344856907e-12
1 51 -2.78818423535e-12 5.6525351795e-13 -1.36748924495e-12
1 52 -1.71172846028e-12 2.87930192375e-13 -8.79232094721e-13
1 53 -1.0297200459e-12 1.37757760863e-13 -5.52491722356e-13
1 54 -6.06745015569e-13 6.08428470352e-14 -3.40461021222e-13
1 55 -3.48798003459e-13 2.44516259931e-14 -2.07108517996e-13
1 56 -1.92527979577e-13 9.79149067265e-15 -1.26457251579e-13
1 57 -9.58835003017e-14 6.88422364017e-15 -8.10191121302e-14
1 58 -3.04897553165e-14 1.12334935184e-14 -6.02114465067e-14
1 59 2.45393927116e-14 2.18575045045e-14 -5.92677956903e-14
1 60 8.8045836064e-14 4.02331795617e-14 -7.90023949477e-14
1 61 1.82544182607e-13 6.9623841898e-14 -1.2678802129e-13
1 62 3.41621878643e-13 1.13958015298e-13 -2.19215364411e-13
1 63 6.20974911429e-13 1.74662476191e-13 -3.87002133683e-13
1 64 1.11562614601e-12 2.4240903288e-13 -6.82508815371e-13
1 65 1.98599254217e-12 2.78738892394e-13 -1.18903326333e-12
1 66 3.49369267267e-12 1.81327160327e-13 -2.02781636175e-12
1 67 6.04162526567e-12 -2.69825364132e-13 -3.35254469179e-12
1 68 1.01987820562e-11 -1.47293488262e-12 -5.31388962852e-12
1 69 1.66694045227e-11 -4.02864034651e-12 -7.97695705592e-12
1 70 2.61526961681e-11 -8.6532240049e-12 -1.119815084e-11
1 71 3.90657062027e-11 -1.59226449678e-11 -1.45195556548e-11
1 72 5.51918074777e-11 -2.58997267035e-11 -1.71790556852e-11
1 73 7.34238175731e-11 -3.78388578346e-11 -1.82993711235e-11
1 74 9.17905497247e-11 -5.01887887439e-11 -1.72065091114e-11
1 75 1.07836835796e-10 -6.09637573056e-11 -1.37242031303e-11
1 76 1.19238955985e-10 -6.83338736106e-11 -8.28682044887e-12
1 77 1.24410476694e-10 -7.11639697721e-11 -1.81360189674e-12
1 78 1.22866159779e-10 -6.92785030413e-11 4.58575631544e-12
1 79 1.15238964063e-10 -6.33891812712e-11 9.93399698867e-12
1 80 1.02998165801e-10 -5.47769917782e-11 1.36121719299e-11
1 81 8.8014620203e-11 -4.48926440925e-11 1.54323439394e-11
1 82 7.21334779227e-11 -3.50210123618e-11 1.55744119765e-11
1 83 5.686579625e-11 -2.60861038917e-11 1.44469533513e-11
1 84 4.32395712201e-11 -1.8601312491e-11 1.25368154414e-11
1 85 3.17921653672e-11 -1.27243675929e-11 1.02920734259e-11
1 86 2.26554243683e-11 -8.36296015029e-12 8.05582205212e-12
1 87 1.5680521263e-11 -5.28606298101e-12 6.0468821071e-12
1 88 1.05616601541e-11 -3.21415420537e-12 4.37260700863e-12
1 89 6.93530724572e-12 -1.8788190613e-12 3.05727309248e-12
1 90 4.4471139691e-12 -1.05379433469e-12 2.07319477595e-12
1 91 2.78891769382e-12 -5.64919645724e-13 1.36703187368e-12
1 92 1.71305022174e-12 -2.87329262897e-13 8.78407769972e-13
1 93 1.03210215388e-12 -1.36677141023e-13 5.51005766721e-13
1 94 6.11038688301e-13 -5.89028868522e-14 3.37781407909e-13
1 95 3.56539338061e-13 -2.09801625785e-14 2.02272525641e-13
1 96 2.06493637018e-13 -3.61999718007e-15 1.17712669398e-13
1 97 1.21113999266e-13 3.92865592244e-15 6.51203985157e-14
1 98 7.62528399869e-14 6.99980004016e-15 3.07117400925e-14
1 99 5.96905190806e-14 4.70930749728e-15 -4.94683198479e-15
1 100 8.61465039565e-14

2 0 -1.35904615639e-18
2 1 -1.25214081829e-18 -5.33169722641e-19 2.29966606384e-19
2 2 -1.81897936916e-18 -8.23609910214e-19 9.31459741003e-19
2 3 -3.1150603003e-18 -1.42167059626e-18 1.86629940509e-18
2 4 -5.55157817934e-18 -2.53282244709e-18 3.43250165811e-18
2 5 -9.98006361651e-18 -4.55018542697e-18 6.2117202311e-18
